1,1,-1,main
2,1,1,main
3,3,0,extended
4,3,1,main
5,4,0,extended
6,4,1,extended
7,4,2,main
8,5,-5,extended
9,5,-1,extended
10,5,0,extended
11,5,1,extended
12,5,2,extended
13,5,3,main
14,6,-4,main
15,6,-3,main
16,6,-2,main
17,6,-1,main
18,6,0,main
19,6,1,main
20,6,2,main
21,6,3,main
22,6,4,main
23,7,-3,main
24,7,-2,extended
25,7,-1,extended
26,7,0,extended
27,7,1,extended
28,7,2,extended
29,7,3,main
30,7,4,extended
31,7,5,main
32,8,-2,main
33,8,-1,extended
34,8,0,extended
35,8,1,extended
36,8,2,extended
37,9,-1,main
38,9,0,extended
39,11,-1,extended
40,11,0,extended
41,11,1,main
42,12,0,extended
43,12,1,extended
44,12,2,main
45,13,-2,extended
46,13,-1,extended
47,13,0,extended
48,13,1,extended
49,13,2,extended
50,13,3,main
51,14,-4,main
52,14,-3,extended
53,14,-2,extended
54,14,-1,extended
55,14,0,extended
56,14,1,extended
57,14,2,extended
58,14,3,extended
59,14,4,main
60,15,-3,main
61,15,-2,extended
62,15,-1,extended
63,15,0,extended
64,15,1,extended
65,15,2,extended
66,15,3,main
67,15,4,extended
68,15,5,main
69,16,-2,main
70,16,-1,extended
71,16,0,extended
72,16,1,extended
73,16,2,main
74,16,3,extended
75,16,4,main
76,16,5,extended
77,16,6,main
78,17,-1,main
79,17,1,main
80,17,2,extended
81,17,3,main
82,17,4,extended
83,17,5,main
84,17,6,extended
85,17,7,main
86,18,0,main
87,19,-1,extended
88,19,1,main
89,20,1,extended
90,20,2,main
91,21,0,extended
92,21,1,extended
93,21,2,extended
94,21,3,main
95,22,-2,extended
96,22,-1,extended
97,22,0,extended
98,22,1,extended
99,22,2,main
100,22,3,main
101,22,4,main
102,23,-3,extended
103,23,-1,extended
104,23,0,extended
105,23,1,extended
106,23,2,main
107,23,3,main
108,23,4,main
109,23,5,main
110,24,-4,extended
111,24,-2,extended
112,24,-1,extended
113,24,0,extended
114,24,1,extended
115,24,2,main
116,24,3,main
117,24,4,extended
118,24,5,extended
119,24,6,main
120,25,-3,extended
121,25,-2,extended
122,25,-1,extended
123,25,0,extended
124,25,1,extended
125,25,2,main
126,25,3,main
127,25,4,main
128,25,5,extended
129,25,6,main
130,25,7,main
131,26,-4,extended
132,26,-2,extended
133,26,-1,extended
134,26,0,extended
135,26,1,extended
136,26,2,main
137,26,3,main
138,26,4,extended
139,26,5,extended
140,26,6,extended
141,26,7,extended
142,27,-3,extended
143,27,-1,extended
144,27,0,extended
145,27,1,extended
146,27,2,main
147,27,3,main
148,27,4,extended
149,27,5,extended
150,28,-2,extended
151,28,-1,extended
152,28,0,extended
153,28,1,extended
154,28,2,main
155,28,3,extended
156,28,4,extended
157,29,-2,extended
158,29,0,extended
159,29,1,main
160,29,2,main
161,29,3,extended
162,29,4,extended
163,30,-2,extended
164,30,0,extended
165,30,1,extended
166,30,2,main
167,31,-5,extended
168,31,-4,extended
169,31,-3,extended
170,31,-2,extended
171,31,-1,extended
172,31,0,extended
173,31,1,extended
174,31,2,extended
175,31,3,main
176,32,-4,main
177,32,-3,extended
178,32,-2,extended
179,32,-1,extended
180,32,0,extended
181,32,1,extended
182,32,2,main
183,32,3,extended
184,32,4,main
185,33,-3,main
186,33,-2,extended
187,33,-1,extended
188,33,0,extended
189,33,1,extended
190,33,2,extended
191,33,3,main
192,33,4,extended
193,33,5,main
194,34,-2,main
195,34,-1,extended
196,34,0,extended
197,34,1,extended
198,34,2,main
199,34,3,extended
200,34,4,main
201,34,5,extended
202,34,6,main
203,35,-1,main
204,35,1,main
205,35,2,extended
206,35,3,main
207,35,4,extended
208,35,5,main
209,35,7,extended
210,36,0,main
211,36,1,extended
212,36,2,extended
213,37,-1,extended
214,37,1,main
215,38,1,extended
216,38,2,main
217,39,0,extended
218,39,1,extended
219,39,2,extended
220,39,3,main
221,40,-2,extended
222,40,0,extended
223,40,1,extended
224,40,2,extended
225,40,3,extended
226,40,4,main
227,41,-3,extended
228,41,-1,extended
229,41,0,extended
230,41,1,extended
231,41,2,extended
232,41,3,extended
233,41,4,extended
234,41,5,main
235,42,-4,extended
236,42,-2,extended
237,42,-1,extended
238,42,0,extended
239,42,1,extended
240,42,2,extended
241,42,3,extended
242,42,4,main
243,42,5,extended
244,42,6,main
245,43,-3,extended
246,43,-1,extended
247,43,0,extended
248,43,1,extended
249,43,2,extended
250,43,3,extended
251,43,4,main
252,43,5,extended
253,43,6,extended
254,43,7,main
255,44,-4,extended
256,44,-2,extended
257,44,0,extended
258,44,1,extended
259,44,2,extended
260,44,3,main
261,44,4,main
262,44,5,extended
263,44,6,extended
264,44,7,extended
265,44,8,extended
266,45,-3,extended
267,45,-1,extended
268,45,0,extended
269,45,1,extended
270,45,2,extended
271,45,3,main
272,45,4,extended
273,45,5,extended
274,45,6,extended
275,45,7,extended
276,46,0,main
277,46,1,extended
278,46,2,main
279,46,3,extended
280,46,4,main
281,46,5,extended
282,47,-2,extended
283,47,-1,extended
284,47,0,extended
285,47,1,main
286,47,2,extended
287,47,3,extended
288,48,-2,extended
289,48,1,extended
290,48,2,main
291,49,-5,extended
292,49,-2,extended
293,49,-1,extended
294,49,0,extended
295,49,1,extended
296,49,2,extended
297,49,3,main
298,50,-4,main
299,50,-3,extended
300,50,-2,extended
301,50,-1,extended
302,50,0,extended
303,50,1,extended
304,50,2,main
305,50,3,extended
306,50,4,main
307,51,-3,main
308,51,-2,extended
309,51,-1,extended
310,51,0,extended
311,51,1,extended
312,51,2,extended
313,51,3,main
314,51,4,extended
315,51,5,main
316,52,-2,main
317,52,-1,extended
318,52,0,extended
319,52,1,extended
320,52,2,main
321,52,3,extended
322,52,4,main
323,52,5,extended
324,52,6,main
325,53,-1,main
326,53,1,main
327,53,2,extended
328,53,3,main
329,53,4,extended
330,53,5,main
331,53,6,extended
332,53,7,main
333,54,0,main
334,54,2,extended
335,54,4,extended
336,54,6,extended
337,54,8,extended
338,55,-1,extended
339,55,1,main
340,56,1,extended
341,56,2,main
342,57,0,extended
343,57,1,extended
344,57,2,extended
345,57,3,main
346,58,2,extended
347,58,3,main
348,58,4,main
349,59,0,extended
350,59,1,extended
351,59,2,extended
352,59,3,main
353,59,4,extended
354,59,5,extended
355,60,0,extended
356,60,2,extended
357,60,3,main
358,60,4,extended
359,61,2,extended
360,61,3,main
361,62,0,extended
362,62,1,extended
363,62,2,extended
364,62,3,main
365,63,0,extended
366,63,2,main
367,63,3,main
368,64,0,extended
369,64,1,extended
370,64,2,extended
371,64,3,main
372,65,0,extended
373,65,1,extended
374,65,2,extended
375,65,3,main
376,65,4,extended
377,66,0,extended
378,66,2,extended
379,66,3,main
380,66,4,extended
381,67,0,extended
382,67,2,extended
383,67,3,main
384,68,0,extended
385,68,2,extended
386,68,3,main
387,69,0,extended
388,69,1,extended
389,69,2,extended
390,69,3,main
391,70,0,extended
392,70,1,extended
393,70,2,extended
394,70,3,main
395,71,0,extended
396,71,2,extended
397,71,3,main
398,72,-2,extended
399,72,0,extended
400,72,1,extended
401,72,2,extended
402,72,3,extended
403,72,4,main
404,73,-3,extended
405,73,-1,extended
406,73,0,extended
407,73,1,extended
408,73,2,extended
409,73,3,extended
410,73,4,extended
411,73,5,main
412,74,-4,extended
413,74,-2,extended
414,74,-1,extended
415,74,0,extended
416,74,1,extended
417,74,2,extended
418,74,3,extended
419,74,4,main
420,74,5,extended
421,74,6,main
422,75,-3,extended
423,75,-1,extended
424,75,0,extended
425,75,1,extended
426,75,2,extended
427,75,3,extended
428,75,4,main
429,75,5,extended
430,75,6,extended
431,75,7,main
432,76,-4,extended
433,76,-2,extended
434,76,-1,extended
435,76,0,extended
436,76,1,extended
437,76,2,extended
438,76,3,extended
439,76,4,main
440,76,5,extended
441,76,6,extended
442,76,7,extended
443,76,8,extended
444,77,-3,extended
445,77,-1,extended
446,77,0,extended
447,77,1,extended
448,77,2,extended
449,77,3,main
450,77,4,main
451,77,5,extended
452,77,6,extended
453,77,7,extended
454,77,8,extended
455,77,9,extended
456,78,-3,extended
457,78,-2,extended
458,78,-1,extended
459,78,0,extended
460,78,1,extended
461,78,2,main
462,78,3,extended
463,78,4,main
464,78,5,extended
465,78,6,extended
466,79,-3,extended
467,79,-2,extended
468,79,-1,extended
469,79,0,extended
470,79,1,main
471,79,2,extended
472,79,3,main
473,79,5,extended
474,80,-2,extended
475,80,1,main
476,80,2,main
477,81,-5,extended
478,81,-2,extended
479,81,-1,extended
480,81,1,main
481,81,2,extended
482,81,3,main
483,82,-4,extended
484,82,-2,extended
485,82,-1,extended
486,82,0,extended
487,82,1,extended
488,82,2,main
489,82,3,extended
490,82,4,main
491,83,-3,extended
492,83,-2,extended
493,83,-1,extended
494,83,0,extended
495,83,1,extended
496,83,2,extended
497,83,3,main
498,83,4,extended
499,83,5,extended
500,84,-2,main
501,84,2,main
502,84,4,main
503,84,5,extended
504,84,6,extended
505,85,-1,main
506,85,1,main
507,85,3,extended
508,85,5,extended
509,85,7,extended
510,86,2,main
511,86,6,extended
512,87,1,main
513,88,2,main
514,89,2,extended
515,89,3,main
516,90,-1,extended
517,90,1,extended
518,90,2,extended
519,90,3,extended
520,90,4,main
521,91,2,extended
522,91,3,extended
523,91,4,extended
524,91,5,main
525,92,-1,extended
526,92,1,extended
527,92,2,extended
528,92,3,extended
529,92,4,main
530,92,5,extended
531,92,6,main
532,93,2,extended
533,93,3,extended
534,93,4,extended
535,93,5,main
536,93,6,extended
537,93,7,extended
538,94,2,extended
539,94,3,extended
540,94,4,main
541,94,5,extended
542,94,6,extended
543,94,7,extended
544,94,8,extended
545,95,2,extended
546,95,3,main
547,95,4,extended
548,95,5,extended
549,95,6,extended
550,95,7,extended
551,96,3,main
552,96,4,extended
553,96,5,extended
554,96,6,extended
555,97,2,extended
556,97,3,main
557,97,4,extended
558,97,5,extended
559,98,2,extended
560,98,3,main
561,98,4,extended
562,98,5,extended
563,99,2,extended
564,99,3,main
565,99,4,extended
566,100,2,extended
567,100,3,main
568,101,2,extended
569,101,3,main
570,102,2,main
571,102,3,extended
572,103,3,main
573,104,4,main
574,105,5,main
575,106,0,extended
576,106,6,main
577,107,7,main
578,108,8,main
579,112,2,main
